Type,target speed, total_distance,total time,average speed,min_angle,max_angle,avg_angle,min_dev,max_dev,avg_dev,success %, Kp,Ki,Kd
BAS,8,10.318882272142933,18.97694206237793,0.543758959595512,2.0073351764349212e-05,0.26473040784591984,0.062157787688345754,0.06082277740836828,1.0580184559731702,0.6773213791842314,F,0.0216163051128216,-0.00019868991254705766,-0.0017409998509131815
BAS,7,25.385051249515094,47.19324064254761,0.5378959127174011,2.9999225183985345e-05,0.7127763371145441,0.23462763162027614,0.022491418321210054,0.9267610456215216,0.48471689225201237,S,0.019339684100364598,-0.0056274365614684355,0.006562979808462839
BAS,7,8.165403176842945,16.2513644695282,0.502444160436702,2.0035154308928327e-05,0.44682120959248195,0.07226871706830625,0.055432894555633855,1.06429425662142,0.6599842954409367,F,0.02029016289491416,-0.0007649319771807498,-0.002403352591542143
BAS,7,25.654768739900586,50.85751938819885,0.5044439651898084,3.0080110636987456e-05,0.5059740083552127,0.0798108433613026,0.02058840834414696,0.9085959789799685,0.4868397616601395,S,0.016371897034627117,0.0018078923567800026,0.00044005390788152764
BAS,7.5,4.678218382384916,9.1146719455719,0.5132623982871587,2.0055289327469694e-05,0.16115429639735623,0.04645512421221683,0.04255075588228162,1.002465162956496,0.581290995180102,F,0.02112348229289802,0.0008561982661762677,-0.0036829829362238498
BAS,7.5,4.791913786018715,9.4413480758667,0.5075455059503063,3.0083684763759777e-05,0.09125980780256349,0.033620460841971636,0.07189648645600985,1.0402711615556526,0.5968743096868835,F,0.022551379665028643,-0.0008345192278909606,-0.0036182452759033756
BAS,7.5,19.926944596439526,29.19980788230896,0.6824340994555822,3.0016319581882556e-05,0.6318308153066705,0.23791794391397994,0.03760445927705292,0.9087076734964348,0.4516989180530756,S,0.016360891414028397,-0.0026313109120520736,0.005382724087702897
BAS,7.5,2.8735096417183366,5.809327602386475,0.4946372176597335,2.9984298237195617e-05,0.26322132335794013,0.07199213610753533,0.0669982387552993,1.0219484566407675,0.5172227778211105,F,0.019011073628100453,-0.000467234197869876,-0.0028501158821977197
BAS,7.5,26.66901066853659,49.912930965423584,0.5343106516227456,1.9967062049097706e-05,0.47511130431545734,0.07104759433130416,0.0273420743656207,0.8973184338292285,0.49889701981785844,S,0.019701708574713105,0.011635049570166863,0.008188190987655485
SLAM,4,8.641566604858397,53.83587431907654,0.1605168805031609,7.965405796639402e-05,1.0476563741452924,0.08956988836211198,0.05323361456465416,0.8762119274362021,0.554762209169333,S,0.01,0.0006,0.002
SLAM,4,7.404344443914567,57.78773546218872,0.1281300328641417,9.983310165662118e-05,1.0274631593202592,0.09277294714132808,0.06154979097526392,1.0167420546730561,0.5379422429113992,F,0.01,0.0006,0.002
SLAM,4,2.6127644268344734,19.00649857521057,0.1374668993605271,7.965405796639402e-05,0.18987636444105238,0.07299027147504861,0.06293936000527549,0.8695383371740388,0.5256396528703116,S,0.01,0.0006,0.002
